rating,rating_raw,date,content
5,"★★★★★","2026-01-18","★★★★★ Watched by gelincikfurkan 18 Jan 2026 Hourglass body bunny No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Lana.vss 17 Jan 2026 N tenho palavras, é uma obra prima. Com certeza uma das melhores animações feitas desde a criação do cinema. É simplesmente uma animações que me fez ficar atraída por uma raposa 😔😔 Com ctz this is ABSOLUTE CINEMA No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by mia 17 Jan 2026 i only watched like half of it but I wanted to log it anyway #fraud No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by destinyluster 17 Jan 2026 a rewatch but she never gets old. one of the only movies i’ll happily watch while babysitting :) No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Onistys 17 Jan 2026 De forma clara, a Disney nós empurra casais impossíveis ao penhasco da possibilidade... Uma raposa e um coelho. Predador e presa, se unindo, para desvendar um mistério, achar um culpado( é no fim criar um possível casal). No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Bryce 17 Jan 2026 Banger The allegory here is flawed, if you think too hard, it’s very 😬😬😬, but if you don’t, it’s very effective for a younger audience The villain stinks I wish Judy and Nick kissed No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by milangaa 17 Jan 2026 al hielo No likes yet"
3,"★★★","2026-01-17","★★★ Rewatched by Billy Jepma 17 Jan 2026 It’s definitely lost its luster since I first saw it in theaters (for all of the multitude of copaganda and incoherent commentary related reasons you’d expect), but it’s still a clever, fun-enough kid’s flick with a lot of visual merit. I’ll never love Disney’s 3D animation, although it’s objectively impressive how rich the colors and textures are. This is 10 years old and still looks great. I really love how diverse the environments are, and how much attention is paid to… more No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by pagolator 18 Jan 2026 Pon un nick en tu vida No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by rumiee 18 Jan 2026 just rewatched this and omg was i dumb for not knowing that sheep was the mastermind like omg they gave so much clue!! No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by eddieinfamy 17 Jan 2026 Copaganda but sweet No likes yet"
2,"★★","2026-01-17","★★ Watched by discosaffron 17 Jan 2026 this movie is actually good fun, but also maybe the most irresponsible depiction of racial prejudice put to film in recent memory, one that could have only been directed by two white men. take it at surface value for best effect. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by acvn327 17 Jan 2026 More people need to watch Zootopia I think 🤨 No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by Laurette 17 Jan 2026 Reassisti e não da pra escolher entre 1 ou o 2, esse também é muito bom!!!! Aí gosto tanto :( -> <3 No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Rewatched by 月 18 Jan 2026 doug is the opposite of friendly.... he's unfriendly. felt like a first-time watch because i forgot the entire plot except the sloth scene No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Vin 17 Jan 2026 obra prima dos deuses No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by kiley 17 Jan 2026 breaking bad mention was crazy No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by ilovemy_kitty 17 Jan 2026 that ugly bunny made me give this four stars instead of five No likes yet"
2.5,"★★½","2026-01-18T01:18:18.373Z","★★½ Added by phiebea 18 Jan 2026 R.I.P Hieronymus Bosch; you would've ironically loved Zootopia </3 No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by Laguna03 17 Jan 2026 sly bunny, dumb fox - the zootopia moves are so good like what are the putting in these movies No likes yet"
4,"★★★★","2026-01-18","★★★★ Rewatched by kazub 18 Jan 2026 When Judy got home from work and put on Eric Carmen's “All by Myself,” I fucking felt it. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by donnie darko 17 Jan 2026 muy buena la peli de furros No likes yet"
4,"★★★★","2025-12-31","★★★★ Watched by M0viesss 31 Dec 2025 Zootopia is a smart and entertaining animated film that combines a buddy-cop mystery with sharp social commentary on prejudice and stereotypes. The vibrant animation, clever humor, and strong performances from the voice cast—especially Ginnifer Goodwin and Jason Bateman—make it engaging for both kids and adults. Its thoughtful storytelling and memorable characters elevate it beyond a typical animated feature. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by parmasean_eater 17 Jan 2026 judy hops basically carries minority repellent btw No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Dominic2412 17 Jan 2026 Entiendo porque a la gente le gusta tanto, pero a mí me aburre... No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by freerefills 17 Jan 2026 We could learn a lot from these animals … No likes yet"
5,"★★★★★","2026-01-18T01:09:23.380Z","★★★★★ Added by nay 18 Jan 2026 ini my mine gue, love judy love nick comfort animation 4ever No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by b ☆ 17 Jan 2026 on second watch, it’s actually crazy this is a kid’s movie ngl. 1 like"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by isis 17 Jan 2026 ABSOLUTE CINEMA!! No likes yet"
2.5,"★★½","2019-03-04","★★½ Watched by Nort 04 Mar 2019 Pretty good movie. 👍 It’s no Shawshank Redemption, but it’s good. No likes yet"
4,"★★★★","2026-01-10","★★★★ Watched by Sumit 10 Jan 2026 Mr Big being the smallest was not what I expected 😭 No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Tessa 17 Jan 2026 Disney's desperate attempt at getting kids to like cops No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Violet 17 Jan 2026 This movie goes kinda crazy when it’s put on in the middle of a gathering by the parents in order to prevent the kids from tearing the walls down, and you’re actually the only one paying attention because the kids don’t really care, and you’d rather kys than talk to the people around you, meanwhile you can only just make out the sound over everyone else talking, and you don’t get to see the last 10 minutes because you had to go before then. I cannot confirm how well it plays outside of this specific scenario. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by TruthSik 17 Jan 2026 A fantastic animated film by Disney... this felt like the good ole days. The story is so good here, even though it was aimed more towards adults. Solid action, adventure, jokes. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by agos 17 Jan 2026 me conmueve No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Kara 17 Jan 2026 That damn smirk No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Valbook 17 Jan 2026 nadie:  la amiga de mi sobrina: “tengo un crush con el zorro” 4/5 de parte de los kids No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by rafamitica 17 Jan 2026 Nem parece filme da Disney quando a gente vê tantas analogias a politica e o preconceito na sociedade. A ambiguidade do preconceito vivido e praticado pela Judy é muito verdadeiro mas além da mensagem o filme é extremamente divertido No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by anna 17 Jan 2026 forgot how good this movie is romcom + social commentary No likes yet"
,"","2026-01-17","Watched by sushep 17 Jan 2026 zootopia double feature incoming No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by fetusinutero9 17 Jan 2026 mr big outsold the sopranos No likes yet"
5,"★★★★★","2025-12-07","★★★★★ Watched by tahia 07 Dec 2025 and if said best movie released in the last two decades No likes yet"
,"","2026-01-17","Rewatched by kbuster 17 Jan 2026 At this point, we should just watch the sequel, yeah? Kid nearly back to 100%. (Thank God.) No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by batool 17 Jan 2026 i always appreciate a good breaking bad reference No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Patri 17 Jan 2026 me había olvidado de lo mucho que amo esta peli 1 like"
5,"★★★★★","2026-01-17","★★★★★ Watched by pau 17 Jan 2026 valió totalmente la pena rogarle a todo el mundo que ne llevara a verla No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by clara_lxrrs 17 Jan 2026 les premiers crush🥰🥰🥰🥰🥰🥰🥰 No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by William-Daniel Cyr 17 Jan 2026 [ENTRY #293] [4★ - Great] I had not seen an animated movie in a while, let alone a disney one. It ended up being a great choice for mutiple reasons: Loved the main characters, the plot was simple yet fun with nice twists, the references were very neat and the animal takes on various pop-culture stuff was great fun. 4 likes"
2.5,"★★½","2026-01-03","★★½ Watched by m’ lury ❧ 03 Jan 2026 gosto bastante do filme e acho tudo muito fofo e divertido, tem várias piadas com “duplo sentido”, aquelas piadas que os pais das crianças que vão entender e eu acho isso muito engraçado! kkkkk a crítica eu não lembro bem, é preconceito né? por aí, pega nesse naipe. uma mandona e um relaxado, que casal. (eles não são casal) AINDA NÃO! fofo, engraçado, legal, passa-tempo, family friendly. No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Hittemhard 17 Jan 2026 Turned it off after the FOX became a COP No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by YudaPalana 18 Jan 2026 Ak jg mw jd hwn hwn gt No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by hayley 17 Jan 2026 i always have that try everything song stuck in my head lol 21 likes"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by sage! 17 Jan 2026 i wonder No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Clara 17 Jan 2026 É um filme bom No likes yet"
3,"★★★","2026-01-17","★★★ Watched by oli220 17 Jan 2026 It’s a decent movie the opening is abit long for an animated film but it’s still decent the villain is bad and annoying but it has some funny moments No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by deborahh_p 17 Jan 2026 i love nick wilde. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by kelllyyz 17 Jan 2026 cannot believe i didn’t watch this earlier !! and yes i get the nick wilde thing No likes yet"
3.5,"★★★½","2026-01-17T23:55:11.779Z","★★★½ Added by Aubreanna Gatchel 18 Jan 2026 this movie made me sob PLUS THE SOUNDTRACK IS FIREEE No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by jessbleier 17 Jan 2026 I am this bunny No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by alex 17 Jan 2026 you really can do anything even if you are a little bunny.  i dont care if it is copaganda the furry propaganda works harder No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by caroldumon 17 Jan 2026 genial mtas referências boas p citar No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by mafeluvi 17 Jan 2026 filme pra passar na sala de aula pras crianças e explicar a construção de discursos fascistas e a propagação do medo e preconceito como estratégia política No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Finn 17 Jan 2026 2 is this play about us? we live in zootopia 😳 2 likes"
5,"★★★★★","2026-01-17","★★★★★ Watched by pazinga 17 Jan 2026 1 *nick talking about a sheep* “You think when she goes to sleep she counts herself?”  why was this movie genuinely so good n funny i regret not watching it till so late 😭   i ❤️ nick  he is fantastic mr fox in another dimension 1 like"
3,"★★★","2026-01-17","★★★ Watched by mgoat 17 Jan 2026 No soy furro pero Shakira se mueve muy bien No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Watched by Thelma Ploux 18 Jan 2026 Super ! J'ai rien d'autre à en dire, voilà, Bonne journée à tous 1 like"
5,"★★★★★","2026-01-18","★★★★★ Watched by senisenju 18 Jan 2026 Societer 1 like"
4,"★★★★","2026-01-17","★★★★ Watched by Aimee 17 Jan 2026 I love this movie No likes yet"
3.5,"★★★½","2026-01-10","★★★½ Watched by TomNook 10 Jan 2026 Goals si me preguntas. No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Vendettalove4 17 Jan 2026 For some reason used to scare the shit out of me No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by GabeMarruffo 17 Jan 2026 Good movie and story. Nothing groundbreaking, just good. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by Ana 17 Jan 2026 ❤️Nick Wilde❤️ No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Tom Krupa 17 Jan 2026 Goated. No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Lydiardbell 17 Jan 2026 Never thought I'd see a talking animal movie where the sequel is better, but here we are No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Fernando Pérez-Aranda Hidalgo 17 Jan 2026 La ultima peli buena que saco Disney animation No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Alice 17 Jan 2026 bellissimo!!!! ovviamente judy e nick sono fidanzati e si amano 🐰🦊 No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by sude 18 Jan 2026 bu filmi cocukken izlemedigim icin intihar eyleyecegim.. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by marceline 17 Jan 2026 i like zootopia No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by notcash 17 Jan 2026 Despite making up only 10% of the population, predators are responsible for over 80% of violent crimes in Zootopia. Hot rabbit No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by Henry Yang 17 Jan 2026 judy hops would make me commit animal abuse No likes yet"
4.5,"★★★★½","2025-11-01","★★★★½ Rewatched by rafaasss 01 Nov 2025 La escena que nos da la introducción a la ciudad de Zootopia es simplemente hermosa. La forma en que lograron representar una ciudad perfectamente equilibrada, hecha para todos los animales, es increíble. La canción que canta Shakira le da el toque perfecto a esa escena. Además, el giro cuando descubrimos al verdadero villano está muy bien armado. Recomendada al 100%. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by tthataa 17 Jan 2026 algumas cenas muito rápidas mas como minha amiga malu diva previu o vilão vou dar 4 estrelas 1 like"
4,"★★★★","2026-01-18","★★★★ Watched by Inkkonu 18 Jan 2026 judy hopps 🫦 No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by aakiito 17 Jan 2026 Peliculon No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by elliehan 17 Jan 2026 ugh just an excellent freaking franchise. cozy puzzle backdrop. No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by lisa 🧿 17 Jan 2026 Trop mignon et belle morale No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by LaidbackDan 17 Jan 2026 Good movie (3.75/5) PRO POLICE PROPAGANDA!!! No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Holly Harris 17 Jan 2026 Funny, enjoyable No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by pelisgratis69 18 Jan 2026 toooop !! per mirar al meenys un cop a l'any 😁 No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by RobinRiley 17 Jan 2026 It’s called a hustle. Sweetheart A good attempt of a metaphor of discriminarion and prejudice for kids in mind. It has good comedic elements especially using animal stereotypes for comedic value, tho you could argue that is contradictory to the overall message it’s portraying. I did love, the DMV sloth scene I think it was truelly iconic.  Overall, I think it has a good balance of portraying a message that is digestible whilst also being entertaining for it’s target audience No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by nesbrtn 17 Jan 2026 chef d’oeuvresque No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by raykinha 17 Jan 2026 10/10 coelhinha arrochada que calou a boca daquela touro chifrudo No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Emily 17 Jan 2026 Great fun. Clever, interesting, compelling. Complex and well written. Beautifully realised and animated. No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Andrés Gonzalez 17 Jan 2026 Es una peli No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by romane_csnt 17 Jan 2026 Quell BANGERRR! Bon je l’ai vu à sa sortie et je me souviens c’était l’un de mes préf petites ! Là je l’ai revue et franchement je comprend pk genre la vibe incroyable et puis trop mim’s Judy et Nick !! Mtn faut que je vois le 2 !!! No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by richesrates 17 Jan 2026 Unreal No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Macedoine 17 Jan 2026 Critique vraiment top À conseiller à tous les chroniqueurs de Cnews No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by dudaluna2007 17 Jan 2026 amo demaissss,uma das melhores animações mais “recentes” No likes yet"
,"","2026-01-17","Watched by tatiana 17 Jan 2026 juro q no soy furra juro q no soy furra No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by cande 17 Jan 2026 TE AMO NIIIICK No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by hattie 17 Jan 2026 acab No likes yet"
4.5,"★★★★½","2025-11-28","★★★★½ Rewatched by 🧇 Jan 🧇 28 Nov 2025 “I came here to make the world a better place, but I think I broke it.” Another rewatch with Dorian. 1 like"
5,"★★★★★","2026-01-17","★★★★★ Watched by bylenasz 17 Jan 2026 MUITO BOM!!!! Muuuitoo nostálgico, o plot é incrível e a voz do Nick é muito muito muito boa de se ouvir 😭💓 No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by doutxeba 17 Jan 2026 Shakira!!!......bueno y.....acab No likes yet"
4.5,"★★★★½","2026-01-06","★★★★½ Rewatched by ChrisanthiB 06 Jan 2026 who let 2016 be this political No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Watched by priliepoo 18 Jan 2026 ayy cok hostu baglantilar felann bayildim ve nick tmm. 1 like"
,"","2026-01-17","Watched by bigselowski 17 Jan 2026 aşık olduğum tilkiler: 1- sana bir sır vereceğim tilki 2- nick No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Narilo 17 Jan 2026 Muito legal amo, quando tiver filhos vou fazer eles assistirem No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Fuckness 17 Jan 2026 I spent years being scary of that movie. No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by HarveyDavies 17 Jan 2026 Why I wanted to watch: Dumb Bunny, Sly Fox uhhh for zootropolis two of course Shakira is a gazelle. It’s a really fun animated film and that’s good the mystery is pretty good but I’ve watched it a long time so I knew like parts but not all of it and the whole concept is fun. Zootropolis is like a really bright place and super fun. I like all the districts I want to go. I don’t think they’re a… more No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by pvsher 17 Jan 2026 I trusted you, Nicky... I welcomed you into my home... we broke bread together... Gram-mama made you her cannoli. And how did you repay my generosity? No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by sop 17 Jan 2026 Jason Bateman is definitely a fox No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by Sam 17 Jan 2026 Holy perfection No likes yet"
2,"★★","2026-01-17","★★ Watched by sarah_manera 17 Jan 2026 on a fait le meilleur choix possible qui était de faire pause au bout d'un quart d'heure de film, de lire la page wikipédia du zootopia abortion comic, puis de reprendre le film en incluant ça dans notre compréhension du plot No likes yet"
3.5,"★★★½","2026-01-17T22:10:09.946Z","★★★½ Added by 𝓑 18 Jan 2026 nick. judy. No likes yet"
3,"★★★","2026-01-17","★★★ Watched by grootpro 17 Jan 2026 I used to love this movie No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by les 17 Jan 2026 nick. you. me. friday 8pm. 𝒾𝓁𝓁 𝒷𝑒 𝓌𝒶𝒾𝓉𝒾𝓃𝑔... No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by panchitoooo 17 Jan 2026 Cool No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by arden :D 17 Jan 2026 yall don't get zootopia like i get zootopia No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by hanbalillo 17 Jan 2026 Cant find a better way to teach white people what islamophobia is. No likes yet"
3,"★★★","2026-01-14","★★★ Watched by Ohad Mazaki 14 Jan 2026 A splendidly animated, endlessly creative, cheeky, and charming coming-of-age crime flick powered by a superb, archetypal duo. While didactic, still very timely. Jason Bateman is real good in this! 7 likes"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by david 17 Jan 2026 gazelleschaftskritik 1 like"
4,"★★★★","2025-12-13","★★★★ Watched by S 13 Dec 2025 forgot to log it when I first watched… I was charmed!!!!!! great worldbuilding. love an underdog and a secret softie… what can I say No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Cesar Ochoa 17 Jan 2026 Loved the relationship and the dynamic between Jude and Nick, with all their inside jokes and the way they earned each other’s respect and trust. I also really enjoyed that the movie turned out to be much more nuanced than I expected, specially with the couple of plot twists I didn’t expect. So in summary, did I love this movie? Yes. Yes I did. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by CiaraHayes 17 Jan 2026 a classic No likes yet"
3.5,"★★★½","2026-01-12","★★★½ Watched by _georgeorge_ 12 Jan 2026 Great characters, smash Nick, funny woke jokes, gay himbo tiger dancers, cool mystery. Ngl I like the Shakira song too. No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by carmenrequena 17 Jan 2026 nick wilde el hombre (o zorro) que tú eres🤰🏼 No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by tofuisdeluxe 17 Jan 2026 Die Faultier Szene ist so unfassbar lustig  Bin gespannt auf den zweiten No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by doathekoala 17 Jan 2026 the fox is the reason for all the stars No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Roby >⩊< 17 Jan 2026 Obra de arte para mí yo de 8 años No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by 🦥 17 Jan 2026 JUDY I NICK SA TACY SLODCY😇😇😇😇 No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by carlos 17 Jan 2026 Divertidísima pero no me cuelan la propaganda policial, acab la policía es racista 1 like"
5,"★★★★★","2026-01-17","★★★★★ Watched by Océ Lily 17 Jan 2026 “Carotina” 🦊 + 🐰 ship 1 like"
5,"★★★★★","2026-01-17","★★★★★ Watched by Aims028 17 Jan 2026 Nick😝 No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Daniela 17 Jan 2026 shakira eres tu? No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Mar 17 Jan 2026 Me encanta pero jamás debieron haber cambiado el concepto original No likes yet"
4,"★★★★","2026-01-11","★★★★ Watched by eile_louise 11 Jan 2026 Can’t go wrong with anthropomorphised animals No likes yet"
5,"★★★★★","2026-01-13","★★★★★ Watched by nouvelle__vague 13 Jan 2026 hear me out : Nick Wilde No likes yet"
4,"★★★★","2026-01-16","★★★★ Watched by evanrobinson2 16 Jan 2026 Zootopia is a cleverly written story of foes turned friends solving a mystery hidden in the clothes of an animated children’s movie. The subtle references to animal stereotypes and cultural references throughout make the film enjoyable for all ages. Top tier plot twist at the end of the movie for an animated Disney movie. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by barbieana 17 Jan 2026 Nick Wilde is actually a metaphor for the unemployed friend No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by FreeSpaceXP 17 Jan 2026 A great movie over all but don’t care for all the furry undertones 1 like"
4,"★★★★","2026-01-17","★★★★ Watched by John 17 Jan 2026 🥕 2 likes"
3,"★★★","2026-01-17","★★★ Watched by miele 17 Jan 2026 acab 1 like"
5,"★★★★★","2026-01-17","★★★★★ Watched by elzzsa2782 17 Jan 2026 okay warum habe ich so lange gewartet diesen film anzuschauen DIGGA IST DER GEIL. Nur woke people checken die message dahinter No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Leo Meillac 17 Jan 2026 mieux que le 1 No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Harry 17 Jan 2026 not seen this before but somehow completely dodged any mention of zootropolis being a shoddy metaphor for racism until now ? No likes yet"
3,"★★★","2026-01-17","★★★ Rewatched by eliserjeffery 17 Jan 2026 as far as copaganda goes this sure has some mixed metaphors No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by celiaaaaaaaaa 17 Jan 2026 Facing traumas No likes yet"
4.5,"★★★★½","2026-01-17T21:03:26.166Z","★★★★½ Added by Ivan_Poluektov 18 Jan 2026 Мультфильм рассказывает о важности веры в себя, влиянии стереотипов на общество и их мечты и о том, что любая разумная форма жизни должна быть неподвластна инстинктам. Наше место нельзя определить исходя из нашего происхождения или чьих-то предубеждений, а только желанием и возможностями. Ник Уайлд is literally me 1 like"
3,"★★★","2026-01-17","★★★ Watched by DanielMarston 17 Jan 2026 I see a lot of love for Nick Wilde and never enough for Chief Bogo and Mayor Lionheart The tiger back up dancer is also way too fine. No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Ynthia 17 Jan 2026 Why do I like Nick Wilde so much?? No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Amabuchi 17 Jan 2026 Ahh vraiment l’amitié entre Judy et Nick >> No likes yet"
,"","2026-01-17","Watched by kaanozcan 17 Jan 2026 cem yılmaz uçak aldı No likes yet"
