rating,rating_raw,date,content
2,"★★","2026-01-10","★★ Rewatched by AppelsapKat 10 Jan 2026 -----Very simple and direct. The standard 3d kids movie jokes are tiring. -----Zootopia's story feels uninspired as it attempts at nothing new, the story follows a predictable path and uses a conventional format to structure its plot. Though likely made with good intent (although made under Disney's wing), the film fundamentally undermines its anti-racist message by making one group (by nature) predators. If you were to translate this to the real world it would be extremely distasteful, therefore you would… more 1 like"
4,"★★★★","2026-01-18","★★★★ Watched by Ilma2 18 Jan 2026 It always the innocent looking one No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Rewatched by Remmy 18 Jan 2026 I just can't get down with being attracted to an animal.. and Jason Bateman in human form doesn't quite do it for me, either.... which leads me to TOP 3 VOICES I WANT TO F**K: 1. Jason Schwartzman [Fantastic Mr. Fox, Klaus, Spider-Verse 2] 2. Jason Bateman [Zootopia 1 & 2] 3. Pedro Pascal [The Wild Robot] No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by QueenNashua 17 Jan 2026 Timeless classic No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by cebielordi 18 Jan 2026 no comment ts hella good No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by ꣑ৎ Lore 18 Jan 2026 the trope is 🔛🔝 No likes yet"
3.5,"★★★½","2025-10-31","★★★½ Rewatched by MattDoughTea 31 Oct 2025 This society is way too integrated to not talk about interspecies relationships. No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by farel 18 Jan 2026 furry😂 No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by Beyzaakinlarr 18 Jan 2026 - Absolute Cinema / Only because it contains the finest fox I have ever seen No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by llaivay 18 Jan 2026 so good No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by Nikkom3nd37 18 Jan 2026 La conejita es mi Crush 1 like"
3,"★★★","2026-01-17","★★★ Watched by PickelNickel34 17 Jan 2026 Stooppppp No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by cipaaw 18 Jan 2026 kacawww (ykn tmn) No likes yet"
4,"★★★★","2020-06-01","★★★★ Watched by mellseu 01 Jun 2020 nonton ini cmn mau liat interaksi judy sm nick😭gemes, aduh kelakuan nick itu bikin gigit selimut No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by abde maldonado 18 Jan 2026 nick🫦‼️ No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Rewatched by trashmaster97 18 Jan 2026 this could've only been made in 2016 1 like"
5,"★★★★★","2026-01-18","★★★★★ Watched by has 18 Jan 2026 i like the first movie more No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by mustafa2719 18 Jan 2026 Great No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by castlekhayl 18 Jan 2026 JUDY HOPPS! I LOVE HER SM! I LOVE (MY MAN) NICK WILDE TOO! ""a little bit of kindness goes a long way"" would be a perfect quote for this film No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by formosaisland 17 Jan 2026 I was entertained, but weirded out by the unnecessary touching? No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Kürşat 17 Jan 2026 farelerin yaşadığı evlerin temeli olmaması koparttı No likes yet"
5,"★★★★★","2026-01-18T08:09:11.274Z","★★★★★ Added by khaylalalaa 18 Jan 2026 LAGUNYA SERU No likes yet"
2,"★★","2026-01-12","★★ Watched by detine 12 Jan 2026 in this cartoon world where a cop solves racism, they at least had the forethought to make the main love interest a little bastard (which is a good thing) No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by dariucka 18 Jan 2026 rewatched it many times, loved it each time No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by aeysmovingon 18 Jan 2026 si domba kuring nyebelin bngtdh sebel gw?jujur bete dikit sm judy tp yaudah lh y yg penting si domba kuring dh ketangkep No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by Sium 18 Jan 2026 That god father scene 🤣🤣 No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by yen 18 Jan 2026 y would u make him hot with a sexy voice No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by Nico 18 Jan 2026 Pocas películas animadas son de mi agrado, pero esta? La amo, desde que salió ha sido de mis películas comfort. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by rinnyjoireman 17 Jan 2026 pro-cop? but still p good No likes yet"
4,"★★★★","2026-01-18","★★★★ Rewatched by aebit 18 Jan 2026 in the spirit of 2016(2) ""doug is the opposite of friendly. he's unfriendly."" straight up laughed at this for a min alsoo it totally holds up, alright. No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Rewatched by Craig Dixon 18 Jan 2026 Disney animated hit isn’t an all-timer but it’s a fun adventure with cute characters, memorable voice work from Ginnifer Goodwin and Jason Bateman, and has a nice message for the kids (and grown-ups). 3 likes"
3.5,"★★★½","2026-01-18","★★★½ Watched by ViniMendxs 18 Jan 2026 Como q esse filme tem a mesma avaliação q Anora? Mto melhor pqp No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by sal 17 Jan 2026 the more i watch this the more i want to buy and put on a fursuit No likes yet"
2,"★★","2026-01-18","★★ Watched by megan_fox5555 18 Jan 2026 lowkey love but in a nostalgic comforting way No likes yet"
2.5,"★★½","2026-01-17","★★½ Rewatched by Anthony Beerswing 17 Jan 2026 It’s sweet but man it is wayyyyy more pro-cop than I remembered No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by 𓇢𓆸 18 Jan 2026 Welcome back, Don Vito. Stay away from the Night Howlers, yeah? 4 likes"
4.5,"★★★★½","2026-01-18","★★★★½ Watched by timothybarra 18 Jan 2026 seruu dan keren bangett film ini. awalnya keliatan kayak animasi disney biasa, tapi makin lama ceritanya makin deep, misteri gituu terus banyak tuduh-menuduh. jadi abis nonton rasanya puas dan mikir dikit hahaha. 1 like"
3,"★★★","2026-01-18","★★★ Watched by Dominic 18 Jan 2026 Amusing and cute. No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Alex 17 Jan 2026 peak No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by emma🦈 18 Jan 2026 PEAK DEL CINE, de mis películas favoritas de disney. Estoy aburrida y la veo, estoy de buen humor y la veo, estoy de mal humor y la veo, LA PODRÍA VER MIL VECES y me va a gustar igual o más que desde la primera vez que la ví. Realmente la adoro, es de mis comfort movies. No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Watched by dapapappapaa 18 Jan 2026 tuuu kambing sumbul ngesein fak No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by J_ 18 Jan 2026 2 😆 long time i jump into disney 4 likes"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by anniearnnld 17 Jan 2026 Simple, entertaining, funny, and cute No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by Sabine. 18 Jan 2026 Poin pentingnya kita harus mencoba buat tau nanti endingnya kayak apa dan segala perbedaan yang ada di dalam hidup kita itu yang buat kita saling melengkapi No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by eucrissz 18 Jan 2026 Oh, Oh, Oh, Oh, Oh, Try everything. No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by meraflor 18 Jan 2026 i love everything about this movie No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by Luiz da Cruz 18 Jan 2026 Muito divertido, universo muito bem feito, a Disney surpreendeu nessa No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by Dayani 17 Jan 2026 Lowk..Nick… but also why is this fr a good mystery movie No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Benfrigo333 17 Jan 2026 The best kids movies are ones with subtle adult humor in them and this was a good example of that.  That way you can watch it more than once as you grow up and catch things you didn’t previously (think shrek).  I watched this bc I’m going to see 2 in theatres to continue my streak of consecutive days going to the theatre and nothing else was showing early enough to make it home before football starts. But now I’m… more No likes yet"
4,"★★★★","2026-01-16","★★★★ Watched by Brayson 16 Jan 2026 Watch this last night before bed with my daughter was really surprised with how good it was since I’ve never seen it and rarely seen it talked about def one of my most liked animated films I’ve seen No likes yet"
5,"★★★★★","2025-12-01","★★★★★ Watched by Ryanpwh 01 Dec 2025 Ok lah No likes yet"
3,"★★★","2026-01-18","★★★ Watched by Gomes 18 Jan 2026 Filme bom uma animação inovadora No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by 11thToe 17 Jan 2026 Big day for the furries when this came out No likes yet"
5,"★★★★★","2026-01-18T06:08:20.736Z","★★★★★ Added by Triksi Sorza 18 Jan 2026 I'll just state here how sexy Jason Bateman's voice is. I might record it with a cassette tape and play it nonstop ALL afternoon. No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Watched by baby03 18 Jan 2026 bunny pen No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by MycGraw 18 Jan 2026 É bem legal, a dinâmica do Nick e a coelha è divertido, tem boas piadas No likes yet"
4,"★★★★","2023-01-13","★★★★ Watched by hanif syuhada 13 Jan 2023 When I watched this it made me happy, many issues were raised, and there were many lessons to be learned. No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by zach_vinci 17 Jan 2026 Nick Wilde even stands like Jason Bateman. Wild No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by kie 18 Jan 2026 siapapun bikin kampanye 1 rumah 1 nick wilde No likes yet"
3,"★★★","2026-01-17","★★★ Watched by menarddevon 17 Jan 2026 Nick Wilde is not that sexy yall 1 like"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by ckllvnz 18 Jan 2026 skunk butt rug No likes yet"
5,"★★★★★","2026-01-18T05:48:44.549Z","★★★★★ Added by gabi 18 Jan 2026 fico gagged quando percebo quem sao os reais vilões 1 like"
,"","2026-01-18","Watched by Edin 18 Jan 2026 felt seduced by the sexy Jason bateman fox No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by 7o0 18 Jan 2026 لطيف No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by hwil99 17 Jan 2026 Such a funny and cute movie No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Dawid 17 Jan 2026 juddyhopslover69 No likes yet"
4,"★★★★","2026-01-11","★★★★ Watched by kaafialien 11 Jan 2026 i love this style of animation. and i also love this style of storytelling. No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by esnupi gabycha 18 Jan 2026 eu já assisti uma 18 vezes quando eu era criança No likes yet"
5,"★★★★★","2026-01-13","★★★★★ Rewatched by nialwayswatches 13 Jan 2026 Beautiful No likes yet"
3,"★★★","2026-01-18","★★★ Watched by Alii_zzz 18 Jan 2026 Me gusto un poco No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by allison. 17 Jan 2026 loved the godfather scene No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by easyresolution 17 Jan 2026 animals lots of them talking and stuff really things you could only dream of that’s what movies are all about when it comes to imagination 1 like"
2.5,"★★½","2026-01-17","★★½ Watched by epsilonaquilids 17 Jan 2026 Another anti ACAB propaganda No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Haunted Hippie 17 Jan 2026 😶😐😮😯😲😄😃 HAH! 🦥 48 likes"
,"","2026-01-17","Watched by jennatals 17 Jan 2026 judy’s parents in the beginning remind me of my parents whenever i express my hopes & dreams to them 1 like"
2,"★★","2026-01-17","★★ Watched by MaxMetanoia 17 Jan 2026 Great idea, Great chemistry between the 2 main characters, Horrible nudist colony scene No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by StevenSp 17 Jan 2026 Love me a criminal conspiracy No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by luigilover99 17 Jan 2026 Like yeah I have questions about the logistics of this universe i.e. evolutionary biology timelines and also the physics of literally anything and especially the science elements of it Also very interesting politically lowkey would love to analyse this and im sure people have on youtube so ill watch those  Made me think of how media is always a product of tge current political climate Very on theme for the 2016 mass obsession thats happening  I LOVE ANIMATION  I LOVE ANIMAL MOVIES 2 likes"
4,"★★★★","2026-01-17","★★★★ Watched by petermcarney 17 Jan 2026 1 This is a banger I can’t lie 3 likes"
4,"★★★★","2026-01-17","★★★★ Watched by Jenna 17 Jan 2026 28 years later: zootopia No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by blayne24 17 Jan 2026 To paraphrase Jonah Hill in This Is The End, those references were outta control  This movie is just wonderful No likes yet"
2.5,"★★½","2026-01-17","★★½ Watched by eva 17 Jan 2026 soft launching my new hobby of being a sheep furry idk the terms yet tho No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by miasocci 17 Jan 2026 - dad picked out the movie - weird attempt at an “everyone should just get along” social and political commentary - lots of unnecessary sexual tension for a damn childrens movie - dad said “why is the rabbit the GOAT” at the end - had a fun time and yeah i DO love the godfather scene - where the birds and lizards and bugs and those guys???? 1 like"
4,"★★★★","2026-01-18","★★★★ Watched by cleeone 18 Jan 2026 GOSHHH WILDE IS FULL OF RIZZ AHHAHAHAHAHH No likes yet"
3,"★★★","2026-01-18","★★★ Rewatched by lohchorona 18 Jan 2026 Filmao da porra né No likes yet"
3,"★★★","2026-01-17","★★★ Watched by Jerald 17 Jan 2026 That sure is exactly what I expected it to be. 1 like"
3.5,"★★★½","2026-01-17","★★★½ Watched by kea2398 17 Jan 2026 Imagine saying you want to make the world a better place and your first thought is to become a cop. Aside from the cop propaganda, this was a good rewatch and it was Daniel’s first time watching this (he enjoyed it). Conflicted between rating this 3.5 or 4 because I definitely think I enjoyed this more when I initially watched in 2016. 1 like"
4,"★★★★","2026-01-17","★★★★ Watched by magicalostrich 17 Jan 2026 A bunny cop and a con-artist fox solve racism. Somehow it slaps. Also the DMV sloth is cinema. 🦥🎬 1 like"
3,"★★★","2026-01-17","★★★ Watched by dorie 🐸 17 Jan 2026 nude giraffe spreading cheeks at the water fountain was absolutely diabolical 1 like"
5,"★★★★★","2026-01-18","★★★★★ Watched by ata 🦩 18 Jan 2026 owsyit nambah lg list fineshytku yang tengil ini 1 like"
5,"★★★★★","2026-01-04","★★★★★ Watched by kimi1212 04 Jan 2026 lah ternyata si domba.... No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by Byatriz Silva roseno 18 Jan 2026 Obra de arte No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by angy 17 Jan 2026 Y en que momento Judy y Nick se besan? No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by kat 17 Jan 2026 I’m surprised I didn’t have this logged before??? Had to rewatch this MASTERPIECE of a movie once more. I’m too lazy to write a real review here but let’s be fr I’ll do that next watch No likes yet"
3,"★★★","2026-01-17","★★★ Watched by natpringle 17 Jan 2026 Life imitates art sometimes No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by tarini 17 Jan 2026 my mom didn’t want to watch avengers infinity war because it reminded her too much of the state of america right now. instead she picked this ‘light’ movie about a corrupt government that shoots minorities! No likes yet"
4,"★★★★","2026-01-03","★★★★ Watched by scheinen 03 Jan 2026 ini yang jahat si domba imut itu jadi jangan terkecoh No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by nadmut 18 Jan 2026 Mr big was such a mood No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by dom 17 Jan 2026 Bateman was the perfect choice. No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by kayeyo 18 Jan 2026 hts ini selain beda jenis kelamin, beda jenis hewan juga No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by Elleyne 18 Jan 2026 my child, we may be evolved but deep down we are still animals. 1 like"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by bren 17 Jan 2026 lowkey why do I relate to judy hopps No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by saturnfamesi 18 Jan 2026 Allah kahretsin ya artık Nick de ACAB kapsamında 1 like"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by kt_pips 17 Jan 2026 Kate and Lev paid $4 so I would watch this 1 like"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by aliyahgeer 17 Jan 2026 Nothing else to say- this is a good one. Good themes too! No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by lisstzr 17 Jan 2026 esta película esta hecha con amoe No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by savs420 17 Jan 2026 in theory this movie should’ve ended racism No likes yet"
3,"★★★","2026-01-17","★★★ Watched by obobrien9 17 Jan 2026 ACAB til it’s backwards No likes yet"
4.5,"★★★★½","2026-01-18T04:25:55.439Z","★★★★½ Added by Izzi_griffin 18 Jan 2026 So good really deep underlying message about racism No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by ArielzinKing 17 Jan 2026 pqp poderoso chefão topeira, aulas de cinema No likes yet"
4,"★★★★","2026-01-17","★★★★ Rewatched by scottzelligan 17 Jan 2026 This movie is pretty smart about it's message! And importantly, it works within the plot of the movie. Great voice acting, some slick animation, but the real fun is this cool world that has been created. And LaMarche as a teeny tiny godfather. Love that. 1 like"
5,"★★★★★","2026-01-18","★★★★★ Watched by abril 18 Jan 2026 hola me encanta esta película es la unica película de animales que me vería muchas veces No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by bruna 17 Jan 2026 nao a copaganda tsk No likes yet"
4.5,"★★★★½","2025-12-02","★★★★½ Rewatched by EthanGuendulain 02 Dec 2025 Vi esta película cuando se estrenó y en aquel entonces, siendo un niño, la disfrute muchísimo. Revisitandola puedo decir que ha envejecido bien, tanto en animación como en trama y personajes. Probablemente sigue siendo la mejor película original de Disney de los últimos años. No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Elisa 17 Jan 2026 1 1 down, 1 to go! No likes yet"
2.5,"★★½","2026-01-17","★★½ Watched by maju 17 Jan 2026 pra quem n sabe nesse filme contem o maior plot twist de todos No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Ben_Shannon0 17 Jan 2026 Classique de jeunesse, l’histoire est adaptée aux enfants tout en y ajoutant des éléments plus vulgaires. Bon retournement de situation à la fin. No likes yet"
,"","2026-01-17","Rewatched by Madeline 17 Jan 2026 Babysitting! Woohoo! No likes yet"
,"","2026-01-17","Watched by danathanson 17 Jan 2026 Five/five stars for Shanghai’s theme park tribute No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by cajucosta 18 Jan 2026 me entregou um filme policial melhor do que muitos ai No likes yet"
2.5,"★★½","2026-01-18","★★½ Watched by murronopote 18 Jan 2026 Coelha safada No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by Lucas Gomes 17 Jan 2026 Muito divertido, plot bom demais, não esperava mesmo kkkk. Dá pra ver tranquilamente com a família. No likes yet"
3,"★★★","2026-01-17","★★★ Watched by EvelynKetelyB 17 Jan 2026 Legal No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by A³ 18 Jan 2026 Polisi wni hrs nonton ni movie dan mencontoh Judy hoops No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Brian 17 Jan 2026 Honestly so much of this movie works and is cute and fun and creative, I wish it wasn’t trying to solve racism in the most hamfisted way possible. 1 like"
4,"★★★★","2026-01-17","★★★★ Watched by Heloísa Medeiros 17 Jan 2026 essa música da Shakira não tem motivo pra ser tão boa assim, top músicas de animação No likes yet"
1,"★","2016-03-11","★ Watched by Maeziae 11 Mar 2016 Nick Wilde pissed me off No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by sophiacueva 17 Jan 2026 am I crazy to say zootopia can heal you more than therapy??🦊💗🐰 No likes yet"
4.5,"★★★★½","2026-01-16","★★★★½ Rewatched by button 16 Jan 2026 I enjoy this movie more as an adult the dialogue and the jokes are so freaking funnyyyyyyyyy and the pacing is lowkey better than the second movie I love nick wilde so much he's such a well written character so charming and witty (obvi) one of my favourite fictional characters of all time! and the fact that this movie came out the year when trump got elected the first time and the sequel came out when trump is still in the office is kinda... 😭😭😭 No likes yet"
3.5,"★★★½","2026-01-16","★★★½ Rewatched by kassylovesfilms 16 Jan 2026 completely forgot that this was a movie that I grew up on overall it is really good and it is definitely a movie that I could watch again because it doesn’t get old. The only reason this isn’t a 4 it’s because it seemed at times that Judy was really reckless and yes, you could see it as she’s trying to prove herself, but most of the times she was just putting herself and a civilian in blatant danger which I thought was crazy. but sooooo good🥕 No likes yet"
4,"★★★★","2025-12-16","★★★★ Watched by yrtnait 16 Dec 2025 yaampun GEMES bgt w ngeliat banternya judy sama nickkkkk, masa iye gw kesemsem sm binatang!!!! 😫🫵🏻 suka tema yg diskriminasi yang diangkat! diskriminasi terhadap kaum kecil aka minoritas... also my woman judy yang berhasil membuktikan her worth even after diremeh temehkan krn she's small, she's a farmer's daughter, and she's a woman. i enjoyed this sooo much, this pulled me out of a watching slump (if those words exist) 🤱🏻 No likes yet"
3,"★★★","2026-01-18","★★★ Watched by lux717 18 Jan 2026 Película de furros y para furros No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Rewatched by ✶⋆.˚ 18 Jan 2026 EU TE AMO ZOOTOPIA PORRA MELHOR FILME DO MUNDO CARALHO TO ME TREMENDO 😭😭😭😭😭😭😭 No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by gabrzlc 18 Jan 2026 En sah pan pan il ce met bien No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by susanitaravioli 17 Jan 2026 le voy a decir a mis hijos que luego de esta película se firmó el tratado de versalles. No likes yet"
4.5,"★★★★½","2026-01-18","★★★★½ Rewatched by Harrison Lewellyn 18 Jan 2026 3 I really like Zootopia but I can't like it too much because I'll get some weird looks and questions. 4 likes"
4,"★★★★","2026-01-18","★★★★ Watched by monyinyanyo 18 Jan 2026 I WONT GIVE UP NO I WONT GIVE INNN TILL I REACH THE ENDD AND I START AGAINNN No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Sparklez23 17 Jan 2026 I forgot how much real world music is used in this film. No likes yet"
4,"★★★★","2026-01-18","★★★★ Rewatched by caetano783 18 Jan 2026 Je vais voir le 2 demain donc j’ai voulu le refaire ce merveilleux film et putain quel nostalgie, tout est si bien dans ce film mais LA MUSIQUE DE SHAKIRA PUTAIN.. dire que j’avais été le voir en 2016 avec ma mère au cinéma woaw! (Voir la  référence à Vito Corleone aujourd’hui je suis MORT DE RIRE PTDRRRR) No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by annavani 17 Jan 2026 MY FAVORITE MOVIE EVER FOREVER 🥳🥳 I’ve watched at least 15 times to be so honest No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by Meshal 18 Jan 2026 “الحياة الواقعية تعمها الفوضى وجميعنا تصنع الكثير من الأخطاء، وحين يصبح كل فرد متفهم لـ أخطاء الآخرين … زاده الأمر تميزًا عنهم""  فلم آخر بطابع فريد من نوعه من إنتاج ديزني، بديع بكل ماتحمله الكلمة من معنى 3 likes"
4,"★★★★","2026-01-17","★★★★ Rewatched by burrsir 17 Jan 2026 They be naked No likes yet"
5,"★★★★★","2026-01-18","★★★★★ Watched by Igaunn 18 Jan 2026 . No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by BKore7 17 Jan 2026 Beastars com censura. Desenho legal demais. No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by A. 🥀 17 Jan 2026 NICK WILDE AND JUDY HOPPS HAVE AND ALWAYS WILL CONTINUE TO POSITIVELY ALTER MY BRAIN CHEMISTRY! MOM AND DAD!! MOM AND DAAAAAADDDDDDDDD No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by elmi 👩‍❤️‍💋‍👩 17 Jan 2026 dejen de cojerse con los ojos me incomoda gravemente No likes yet"
4,"★★★★","2026-01-18","★★★★ Watched by paula 18 Jan 2026 las ratas italianas No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by hahalongboy 17 Jan 2026 🦊 🐰 No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by akess6600 17 Jan 2026 Okay this movie is legit SO CUTE. I enjoyed watching this a lot No likes yet"
5,"★★★★★","2026-01-16","★★★★★ Watched by doria0 16 Jan 2026 nao acredito que me apaixonei por uma RAPOSA No likes yet"
4,"★★★★","2026-01-17","★★★★ Watched by mountaindewHD 17 Jan 2026 hate the cop thing but damn that Jason Bateman Fox has so much swag No likes yet"
5,"★★★★★","2026-01-14","★★★★★ Rewatched by ribs 14 Jan 2026 amo a dinâmica deles filme lindinho No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by d3l4d1s 17 Jan 2026 why is this good No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Rewatched by kaley 17 Jan 2026 i love nick wilde No likes yet"
3.5,"★★★½","2026-01-18","★★★½ Watched by Yar_99 18 Jan 2026 Je m’attendais pas un scénario aussi bien recherché pour un film d’animation Disney. Un bon moment passé en globalité avec des caractéristiques de personnages bien poussées. No likes yet"
4,"★★★★","2019-04-09","★★★★ Watched by Hilary 09 Apr 2019 A sexy fox?🧍🏻‍♀️ No likes yet"
5,"★★★★★","2026-01-18T02:25:03.993Z","★★★★★ Added by amanditaa 18 Jan 2026 Shakira mudou completamente minha vida com a música desse filme!!!!!! um dos meus favoritos com certeza No likes yet"
,"","2026-01-17","Watched by jessica 17 Jan 2026 whyyyy andy samberg… No likes yet"
5,"★★★★★","2024-08-12","★★★★★ Rewatched by jenn huh 12 Aug 2024 my fave when i was a teen <3 a classic No likes yet"
3,"★★★","2026-01-17","★★★ Watched by cyc4den 17 Jan 2026 it was actually supposed to be 3 hours long but judy hopps kept turning off her body cam No likes yet"
4,"★★★★","2023-05-19","★★★★ Rewatched by alkhowa_ 19 May 2023 I would have liked to see a final product based on the original concept for Zootopia, but this movie is still pretty good. It has a good message about discrimination in general, an interesting world-building, fun references, and a good plot. Plus, Sharika's song is awesome. And Nicolas Wilde is the reason I'm a furry. No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Sharon 17 Jan 2026 2nd time watching to prep for the sequel …….. this movie was the opposite of unfunny - it was funny No likes yet"
2.5,"★★½","2026-01-18","★★½ Watched by Nour 18 Jan 2026 Pas ouf No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by Rachel Wu 17 Jan 2026 The movie is the normalization factor for secretly furry couples who did the Sly Fox Dumb Bunny trend on TikTok. So yes, I did like it 🙄. No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Rewatched by Spacely_ 17 Jan 2026 No sé que decir, me gusta mucha pero tengo que averiguar más acerca de la copaganda, Hacelo es increíble igual No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by ravioli_me 17 Jan 2026 I think this might be the best movie of all time No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Watched by Scielny 17 Jan 2026 Loki got sauce No likes yet"
3.5,"★★★½","2026-01-17","★★★½ Rewatched by toxicitymk 17 Jan 2026 I liked it but the proportions are way off and it bugged me the whole movie No likes yet"
4.5,"★★★★½","2026-01-17","★★★★½ Watched by Grunkich 17 Jan 2026 *Revised review after seeing the second one.*  Another great Disney movie! Think of this one as the buildup to the second movie. Even though it is the buildup, still a great a movie and there definitely is a good villain with a solid and believable motive in the zootopia world. Ending was a bit abrupt through. A bit anticlimactic with a very long buildup, it was cool to see them piece together the puzzle. 1 like"
2,"★★","2026-01-18","★★ Watched by idk_genti 18 Jan 2026 Ew No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by molly 17 Jan 2026 incredible no notes No likes yet"
5,"★★★★★","2026-01-17","★★★★★ Watched by Julinha 🤍 17 Jan 2026 Um filme leve e bom pra se assistir por qualquer um queria muito o Nick com a com judy lindoss No likes yet"
