rating,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
4.0,2018-05-29,"The title of the moive is Zootopia. The gente of the moive is Animation. It was good! Because ofnthe reversal. The more I watched it, the more fun it was. So I really recommend it.",35,en,title moive zootopia gente moive animation good ofnthe reversal watched fun really recommend,2018-05,13,3.618135920382705
5.0,2018-05-24,"Years ago, I did watch 5 times for that movie & I was a shipper of Nick and Judy.",19,en,year ago watch time movie shipper nick judy,2018-05,8,2.00320292885711
5.0,2018-05-20,"Amazing, I ship Nick and Judy.",6,en,amazing ship nick judy,2018-05,4,5.217895211670895
5.0,2018-05-11,This was a great movie! One of Disney's best!,9,en,great movie one disney best,2018-05,5,4.793459175594492
4.0,2018-05-09,it good but it cliche so be prepared for arch enemies working together cliche,14,en,good cliche prepared arch enemy working together cliche,2018-05,8,3.4209568807319473
0.5,2018-05-08,Worst movie in all the countries.,6,en,worst movie country,2018-05,3,2.3788561189627138
5.0,2018-05-06,"Built as a 90's police movie, Zootopia is well written and a good entrainment. An excellent Disney movie for children and adult. Finally, I really appreciated the tributes to other movie or tv series like ""Breaking Bad""",37,en,built police movie zootopia well written good entrainment excellent disney movie child adult finally really appreciated tribute movie tv series like breaking bad,2018-05,23,4.541891496202478
3.0,2018-05-01,S'pretty good. I got nothing for this review.,8,en,pretty good got nothing review,2018-05,5,5.374332607872752
5.0,2018-04-28,"This movie is amazing. The story is original, the acting is great, the animation is the best I saw in 2016, and it is very deserving of it's Oscar for Best Animated Feature Film. I have nothing negative to say, to I'll just say that I give it a 100%",50,en,movie amazing story original acting great animation best saw deserving oscar best animated feature film nothing negative say say give,2018-04,20,4.5533738601598825
4.0,2018-04-23,"Zootopia - 4 out of 5- Entertaining for young and old your kids will love this film you will be drawn into the story no matter how hard you try not to... in other words another typical Disney Classic You wont be disappointed seeing this movie. It covers stereotypes, bullies, racial undertones its a kinda deep film. This is a must see Go see it in theaters or wait till you can rent This is a Buy also.",78,en,zootopia entertaining young old kid love film drawn story matter hard try word another typical disney classic wont disappointed seeing movie cover stereotype bully racial undertone kinda deep film must see go see theater wait till rent buy also,2018-04,39,3.91065071246818
4.0,2018-04-23,"all round a good movie I HATE the ""I won't give up"" song though but that's not the movie's fault (its my sister's).",23,en,round good movie hate give song though movie fault sister,2018-04,10,4.395695973614918
5.0,2018-04-17,Love this movie!!!!! So amazingly awesome,6,en,love movie amazingly awesome,2018-04,4,9.000660820699268
4.5,2018-04-15,This movie is the best and funny movies,8,en,movie best funny movie,2018-04,4,4.679202764395159
5.0,2018-04-11,"Zootropolis (Zootopia) was a part of my highly anticipated list of movies for this year. Sure, Deadpool looked amazing (and was, according to nearly everyone) and Batman V Superman was the NEXT BIG THING but there was just something about Zootropolis that made me so excited. After reviews started rolling in, it got me even more excited, Chris Stuckmann's review especially. (Link at the bottom of review) And now I finally got to watch it. And I can simply say that Zootropolis was...AMAZING! Oh by the way, this review is SPOILER FREE. The Story Zootropolis's story is about a passionate little bunny known as Judy Hopps. She wants to do good for the world and decides that she wants to be a cop. This isn't very common and many of the other animals show that but Judy thinks that everyone can be whoever they want to be. When she has her first case, she isn't given much so she teams up with a fox known as Nick Wilde to help her solve the case. I really like this story as Nick and Judy get to learn more about each other throughout the story and as well as that, it results in a really fun, family adventure. The Characters Oh my the characters. In my opinion, this is Zootropolis's strongest parts. They are just so likeable! And before I talk about them, I have to talk about how well the actors portray them. I think Ginnifer Goodwin did a brilliant job at voicing Judy and I haven't seen many movies with Jason Bateman as a voice of a character or a character but I think he did an excellent job as Nick. And I can't forget Idris Elba's performance as Chief Bogo (the one who gives out the cases) He nailed it. Alright, now what I thought about them. Judy Hopps and Nick Wilde steal the show completely. (well, they are the main characters)They both have strengths and weaknesses which show throughout the movie a lot and they do have some really funny, touching and quite crazy moments that I will not spoil. And even though Chief Bogo is that character who can be a bit of a jerk at the beginning, you come to see him from a different perspective when the movie goes on. There are many more characters that do a really good job but this section is already too big. On to the animation. The Animation As usual, Disney did a great job with the animation. The action scenes look great, the visuals are fantastic and the city itself is huge. I may now sound like i'm doing a video game review but i'm not. The city is beautiful with flying colors. (quite literally actually) So yeah, they did a really good job, as usual. The Comedy If you watch Chris Stuckmann's Review, he says that: ""It is more focused on it's story then making you laugh. And that's something I loved about it."" And I agree. I think the story is brilliant and because of it, when the jokes come up, there actually hilarious. The comedy is focused around children and adults so of course, there will be jokes where only the adults will laugh or only the children. According to other reviewers, the scene with ""Mr Big"" was paying homage to: ""The Godfather."" And even though I haven't seen The Godfather, the whole scene was really funny. This goes to show you what you're going to expect. And here's the final part of the review... The Serious Note/ The Message Now is when I talk to you about the serious note. This movie focuses on so many different subjects you don't think a Disney movie would ever cover. I actually quite like it because it adds a little more originality to it. If you have ever watched Happy Feet, it was trying to deliver a message. But the way they did was so childlike that it made it pointless for older kids or adults. But Zootopia did it with a more serious tone and a non forceful way that it really delivered it well. The Grade I love Zootropolis. It's message is brought well, it's animation is great, it's characters are awesome, it's comedy is hilarious, it's story is brilliant and it's serious tone makes it even better. This movie is defiantly 100% worth watching and i'm going to give it an A+ Chris Stuckmann's Review: https://www.youtube.com/watch?v=Du7wcFPBfIE",742,en,zootropolis zootopia part highly anticipated list movie year sure deadpool looked amazing according nearly everyone batman v superman next big thing something zootropolis made excited review started rolling got even excited chris stuckmann review especially link bottom review finally got watch simply say zootropolis amazing oh way review spoiler free story zootropolis story passionate little bunny known judy hopps want good world decides want cop common many animal show judy think everyone whoever want first case given much team fox known nick wilde help solve case really like story nick judy get learn throughout story well result really fun family adventure character oh character opinion zootropolis strongest part likeable talk talk well actor portray think ginnifer goodwin brilliant job voicing judy seen many movie jason bateman voice character character think excellent job nick forget idris elba performance chief bogo one give case nailed alright thought judy hopps nick wilde steal show completely well main character strength weakness show throughout movie lot really funny touching quite crazy moment spoil even though chief bogo character bit jerk beginning come see different perspective movie go many character really good job section already big animation animation usual disney great job animation action scene look great visuals fantastic city huge may sound like video game review city beautiful flying color quite literally actually yeah really good job usual comedy watch chris stuckmann review say focused story making laugh something loved agree think story brilliant joke come actually hilarious comedy focused around child adult course joke adult laugh child according reviewer scene mr big paying homage godfather even though seen godfather whole scene really funny go show going expect final part review serious note message talk serious note movie focus many different subject think disney movie would ever cover actually quite like add little originality ever watched happy foot trying deliver message way childlike made pointless older kid adult zootopia serious tone non forceful way really delivered well grade love zootropolis message brought well animation great character awesome comedy hilarious story brilliant serious tone make even better movie defiantly worth watching going give chris stuckmann review http www youtube com watch v du wcfpbfie,2018-04,358,3.7125203171459886
3.0,2018-04-11,"A pretty good cartoon, had some iffy undertones and moments but overall quite enjoyable",14,en,pretty good cartoon iffy undertone moment overall quite enjoyable,2018-04,9,5.080387130205236
4.0,2018-04-09,such a charming and funny animated film with real good laughs and very likeable storyline. judy hopps really steal the show here.,22,en,charming funny animated film real good laugh likeable storyline judy hopps really steal show,2018-04,14,3.9241518796742945
5.0,2018-04-03,One of my favorite animated films.,6,en,one favorite animated film,2018-04,4,5.069989020266598
5.0,2018-03-31,"Zootopia is an excellent offering from Disney to all its fan. This is a very well appreciated movie in 2016. Disney got perfect start in 2016 with all types of mixed emotions in this movie. I found Nick as the coolest character and loved its style and looks. Sly fox turned out to the most piratical mind in this world, could be counted as the most smartest mind. Cleverness of Nick was just superb. Pretty and cute Judy, was unstoppable on her way to try everything and achieve it. I count this as must watch movie for wide spectrum of audience. This has got something for everyone. Good piece of refreshment. Most colorful art and perfection will catch your sight.",120,en,zootopia excellent offering disney fan well appreciated movie disney got perfect start type mixed emotion movie found nick coolest character loved style look sly fox turned piratical mind world could counted smartest mind cleverness nick superb pretty cute judy unstoppable way try everything achieve count must watch movie wide spectrum audience got something everyone good piece refreshment colorful art perfection catch sight,2018-03,62,3.7401862900603122
5.0,2018-03-31,No one can deny that all Disney movies are terrific.,10,en,one deny disney movie terrific,2018-03,5,1.9656465538703543
5.0,2018-03-31,Delightful and entertaining. Kids will love this adventure. I did too. I'd watch it again.,15,en,delightful entertaining kid love adventure watch,2018-03,6,4.974577021571168
5.0,2018-03-31,Walt would be so proud :),6,en,walt would proud,2018-03,3,2.717653028998343
5.0,2018-03-30,"Honestly, a shockingly fantastic and entertaining movie. Hilarious.",8,en,honestly shockingly fantastic entertaining movie hilarious,2018-03,6,9.382791387437283
5.0,2018-03-30,"It's fine, very cute. Nothing special though. Good songs in the movie",12,en,fine cute nothing special though good song movie,2018-03,8,6.365886805746572
5.0,2018-03-30,"Solid movie, little overboard with agenda, but takes it some good places as well!",14,en,solid movie little overboard agenda take good place well,2018-03,9,2.5974486494471236
5.0,2018-03-30,"Five stars all the way. Family pleaser from the tiny tots to the oldies. This movie is everything! Funny, daring, original, and entertaining. Can't ask for anything more. Clever and snappy and all that you ever wanted as an adult forced to take the kids to a movie.",48,en,five star way family pleaser tiny tot oldie movie everything funny daring original entertaining ask anything clever snappy ever wanted adult forced take kid movie,2018-03,25,4.205821483116441
4.0,2018-03-30,It is doing brilliantly in showing us a diverse and amazing animated movie which clearly deserves a high rating,19,en,brilliantly showing u diverse amazing animated movie clearly deserves high rating,2018-03,11,4.0658977347551675
5.0,2018-03-29,"Disney has another classic on there hands with Zootopia! Its a very fun and action-packed buddy cop comedy starting a fox and a bunny, and it works perfectly. Goodwin and Batemen are perfect in their roles and have great chemistry together as the films leads. The world of Zootopia is awe inspiring as well. You're gonna want to visit this city after you watch the movie. The movie also has deep messages about racism and discrimination, which I never expected from a Disney movie about animals, but it is done in such a great way that, like most things in this movie, it works great. My only real complaint is the character of Gazelle. She has absolutely nothing to do with the plot of the movie, and is only there to sing the new Disney pop song. But overall, this is a great movie.",144,en,disney another classic hand zootopia fun action packed buddy cop comedy starting fox bunny work perfectly goodwin batemen perfect role great chemistry together film lead world zootopia awe inspiring well gonna want visit city watch movie movie also deep message racism discrimination never expected disney movie animal done great way like thing movie work great real complaint character gazelle absolutely nothing plot movie sing new disney pop song overall great movie,2018-03,71,4.128715894199953
5.0,2018-03-29,"This movie was good from start to finish. The writers of the film did a wonderful job. There was nothing boring about this movie. The voices that were cast for this film were just amazing. Goodwin(Judy Hopps) and Bateman(Nick Wilde) were excellent together among the other great voices that were used, which brought out each character very well. The first scene with Flash the sloth made me laugh so hard, my stomach was hurting for hours. I left the movie theater with a smile on my face. This film made it on my list of Top 10 Animated Movies of all time. I recommend this movie for everyone of ALL ages. You will not be disappointed. :)",117,en,movie good start finish writer film wonderful job nothing boring movie voice cast film amazing goodwin judy hopps bateman nick wilde excellent together among great voice used brought character well first scene flash sloth made laugh hard stomach hurting hour left movie theater smile face film made list top animated movie time recommend movie everyone age disappointed,2018-03,57,4.0191806511664145
5.0,2018-03-29,"Zootopia is an excellent offering from Disney to all its fan. This is a very well appreciated movie in 2016. Disney got perfect start in 2016 with all types of mixed emotions in this movie. I found Nick as the coolest character and loved its style and looks. Sly fox turned out to the most piratical mind in this world, could be counted as the most smartest mind. Cleverness of Nick was just superb. Pretty and cute Judy, was unstoppable on her way to try everything and achieve it. I count this as must watch movie for wide spectrum of audience. This has got something for everyone. Good piece of refreshment.",111,en,zootopia excellent offering disney fan well appreciated movie disney got perfect start type mixed emotion movie found nick coolest character loved style look sly fox turned piratical mind world could counted smartest mind cleverness nick superb pretty cute judy unstoppable way try everything achieve count must watch movie wide spectrum audience got something everyone good piece refreshment,2018-03,57,3.805946467709057
4.5,2018-03-29,this is such a great movie! I will always love this movie! Ginnifer Goodwin is amazing in this and I love her in Once Upon A Time!!! She really goes into her character and you want her to be the cop that she believes that she can be. All the other characters are great as well and they have such amazing chemistry! The animation in this movie is great as well and you really feel like your in Zootopia.,79,en,great movie always love movie ginnifer goodwin amazing love upon time really go character want cop belief character great well amazing chemistry animation movie great well really feel like zootopia,2018-03,30,5.358938069846033
5.0,2018-03-29,Interesting movie. Feeling touched,4,en,interesting movie feeling touched,2018-03,4,5.712607519085358
5.0,2018-03-29,"An excellent film overall. Disney! you have done it again. The interplay between Judy (Hops) the rabbit and Nick the fox was simply a joy to watch, on how they outwitted each other. Next, the comedic elements had 80% of my cinema goers laughing, especially with the sloth, who steals the show! Finally, the values taught are very real in our society, that of discrimination, resilience and going the extra mile. This is what sets animation apart from other more adult films. Overall, I give this an 8/10! excellent, excellent film! On another note, I do have a youtube review of this if you search '3 reasons to watch zootopia' by the Mrfoo. Am just starting out reviewing movies so would really appreciate your support! Many thanks!",127,en,excellent film overall disney done interplay judy hop rabbit nick fox simply joy watch outwitted next comedic element cinema goer laughing especially sloth steal show finally value taught real society discrimination resilience going extra mile set animation apart adult film overall give excellent excellent film another note youtube review search reason watch zootopia mrfoo starting reviewing movie would really appreciate support many thanks,2018-03,63,3.636500612158816
5.0,2018-03-29,"As much as I liked movies like Toy Story and Finding Nemo, it made me curious about other CGI animated movies. I didn't actually see this movie in theaters, but I did rent it and was pleasantly surprised. Not everything is in black and white in this movie, and various stereotypes are broken. And things are not always what they seem. I loved the main characters and they all get my standing ovation. This, along with Wreck-It Ralph and Big Hero 6 are my favorites of the non-Pixar Disney CGI films. If you like anthro animals and want to see them in a somewhat modern setting with no humans, look no further!",112,en,much liked movie like toy story finding nemo made curious cgi animated movie actually see movie theater rent pleasantly surprised everything black white movie various stereotype broken thing always seem loved main character get standing ovation along wreck ralph big hero favorite non pixar disney cgi film like anthro animal want see somewhat modern setting human look,2018-03,57,3.8550225400334934
5.0,2018-03-29,"I actually never review a film, but felt inclined to do so with this one. What a great movie! At the moment of writing it's valued an 8, which I feel does not do it enough credit. Beautiful animation (dare I say: the best I've ever seen?) and a great plot (coming of age + buddy cop detective story + action adventure + comedy + subtle social critisism, all cleaverly and succesfully intertwined). Loveable for children and adults alike!",79,en,actually never review film felt inclined one great movie moment writing valued feel enough credit beautiful animation dare say best ever seen great plot coming age buddy cop detective story action adventure comedy subtle social critisism cleaverly succesfully intertwined loveable child adult alike,2018-03,43,4.0303585575506045
5.0,2018-03-29,"It was great, really well executed",6,en,great really well executed,2018-03,4,5.314236018466958
5.0,2018-03-29,"Zootopia is a great family-friendly, animated film. It has really good adult humor and is fun to watch from start to finish. The animation is really good, too. The idea of a movie where animals live and act like humans in an earth-like world is a great idea. Sometimes really good ideas for movies are just good ideas and don't really do that well on the big screen. Inside Out, for example, is a great idea for an animated movie, but, in my opinion, it didn't actually deliver. This is not the case for Zootopia. You will find yourself laughing out loud many times throughout. It's a very fun movie, and you should definitely check it out.",117,en,zootopia great family friendly animated film really good adult humor fun watch start finish animation really good idea movie animal live act like human earth like world great idea sometimes really good idea movie good idea really well big screen inside example great idea animated movie opinion actually deliver case zootopia find laughing loud many time throughout fun movie definitely check,2018-03,61,3.731675496701373
5.0,2018-03-29,Even better than the Toy Story films.,7,en,even better toy story film,2018-03,5,4.090503984378458
5.0,2018-03-29,"When I first started seeing the trailers for this movie I knew it was going to be good. However, nothing could have possibly prepared me for how much more there was to this movie than I first believed, and I'm being one-hundred percent honest when I say the results blew my mind! What I believed was going to be an animated comedy about anthropomorphic animals turned out to be a heartfelt journey of friendship development and the understanding of differences that brings us closer rather than divides us. I'm also really impressed with how much research actually went into this project. Honestly I don't know any other film company that would do this much research for a one hour and forty-eight minute film. It's absolutely brilliant. On top of all that the animation was astounding. Never before did I believe any movie was worth a full score, however, Zootopia earned it. Congratulations Disney. You've won my heart again!",158,en,first started seeing trailer movie knew going good however nothing could possibly prepared much movie first believed one hundred percent honest say result blew mind believed going animated comedy anthropomorphic animal turned heartfelt journey friendship development understanding difference brings u closer rather divide u also really impressed much research actually went project honestly know film company would much research one hour forty eight minute film absolutely brilliant top animation astounding never believe movie worth full score however zootopia earned congratulation disney heart,2018-03,82,3.898329131210475
5.0,2018-03-29,"Very fun film, good for the whole family. A lot of social commentary in this film, too (which is always good).",21,en,fun film good whole family lot social commentary film always good,2018-03,11,4.207998343558868
5.0,2018-03-29,"The movie is great! I've watched the last few Disney/pixar movies like Inside-Out and Frozen ( i may be missing few ) but to be honest this is the best one in a while. The plot is great and interesting, there is progression in the movie (not like Sing). If you want a all around great movie watch this one!",60,en,movie great watched last disney pixar movie like inside frozen may missing honest best one plot great interesting progression movie like sing want around great movie watch one,2018-03,28,3.674136352296966
5.0,2018-03-29,"Animal Farm is an allegorical and dystopian novella by George Orwell, first published in England on 17 August 1945. After 70 years we get a nice movie well written and allegorical commenting on the two legged animals we see every day. Though the movie gives a solution to the animal behavior, we are yet to see any solution to the daily killings of human beings - mammals too - by human beings in the name of religion race and what not. Its difficult to find the solution for the whole earth as different type of specimens live in different parts of the world and its very difficult to have a single control over these animals",115,en,animal farm allegorical dystopian novella george orwell first published england august year get nice movie well written allegorical commenting two legged animal see every day though movie give solution animal behavior yet see solution daily killing human being mammal human being name religion race difficult find solution whole earth different type specimen live different part world difficult single control animal,2018-03,60,2.897843484295238
5.0,2018-03-29,"The laugh from the theater,the great storyline and details,the insinuate of human society,also it's cute...everything proves how wonderful the movie is. I think the movie showed us the process of making dreams come true and some treasured spirit such as brave,unite together, justice;it also tell us the story about friendship(love)between nick and Judy (which touched me when Judy found the flowers and apologize to nick). In the other hand,this movie is full of laugh line,it made the movie interesting,it also made the character both lively and cute which can be more attractive foe female viewer. After all,I think this is the best movie that Disney had after 2010s, and it's even better than INSIDE OUT last year.I believe that ZOOTOPIA can be a part of next year's Oscar prize.",129,en,laugh theater great storyline detail insinuate human society also cute everything prof wonderful movie think movie showed u process making dream come true treasured spirit brave unite together justice also tell u story friendship love nick judy touched judy found flower apologize nick hand movie full laugh line made movie interesting also made character lively cute attractive foe female viewer think best movie disney even better inside last year believe zootopia part next year oscar prize,2018-03,76,3.7506882085500592
5.0,2018-03-29,"What do you get when you take the humor and child friendliness of Disney/Pixar and mix in a little ""Traffic""? You get this gem of a film. It is astonishingly relevant to American, and World for that matter, sociopolitics. You can see it all here: the mistrust of African Americans, Trump's manipulation of the fear of Muslim and Hispanic immigrants.... It's all here, and being portrayed so frighteningly accurately. One of the things that I particularly found interesting was the use of references, humor, and music to balance out the seriousness and suspense: it's effect being to force us (the audience) to think about the issues in the world around us, while still making an enjoyable and inspiring film for family members of all ages, religions, and races.",128,en,get take humor child friendliness disney pixar mix little traffic get gem film astonishingly relevant american world matter sociopolitics see mistrust african american trump manipulation fear muslim hispanic immigrant portrayed frighteningly accurately one thing particularly found interesting use reference humor music balance seriousness suspense effect force u audience think issue world around u still making enjoyable inspiring film family member age religion race,2018-03,63,3.2528725079149945
5.0,2018-03-29,"The concept and the trailer for the movie had me expecting something that would be average or above average. After seeing inside out and the good dinosaur I was praying that it wouldn't be another Disney movie that falls flat on it's face and it definitely does not. This movie exceeded my expectations. It was a very engaging story with lively characters in a vibrant animal filled world. The direction is very good and the hard work put into this movie has paid off. It is funny and suitable for all ages. Some people think it's too edgy with concepts, but I believe it's an honest reflection of today's society and the detractors are delusional trolls. I would go see this movie again and plan on buying the DVD when it is released.",133,en,concept trailer movie expecting something would average average seeing inside good dinosaur praying another disney movie fall flat face definitely movie exceeded expectation engaging story lively character vibrant animal filled world direction good hard work put movie paid funny suitable age people think edgy concept believe honest reflection today society detractor delusional troll would go see movie plan buying dvd released,2018-03,61,2.983737253120599
5.0,2018-03-29,"Zootopia is nothing like your regular Disney fare. Sure it's got cute talking animals, some childish humor, and like almost all Disney movies it is gorgeously animated and has a lesson to teach, but not just to kids. This movie absolutely blew me away from the moment it began. The messages and lessons that this film has to tell are so beyond it's years, there were many times that I just forgot that I was watching an animated film about a bunny who wanted to a cop. I believe that this Disney has struck gold with this movie, not just in the terms that Disney will make bank loads of money from ticket sales and merchandise (cause it will), but because they created a truly well crafted, well written, and beautifully, breathtakingly animated film that is sure to delight children and entice their parents. Please go see Zootopia because it IS like nothing you've seen Be-fur.",156,en,zootopia nothing like regular disney fare sure got cute talking animal childish humor like almost disney movie gorgeously animated lesson teach kid movie absolutely blew away moment began message lesson film tell beyond year many time forgot watching animated film bunny wanted cop believe disney struck gold movie term disney make bank load money ticket sale merchandise cause created truly well crafted well written beautifully breathtakingly animated film sure delight child entice parent please go see zootopia like nothing seen fur,2018-03,81,3.651796745344362
5.0,2018-03-29,Zootopia amazed me with its script. The film focuses on the life events of judy who is an underrated police officer. The story line is told in a way which keeps the audience gripped to their seats. I was especially pleased with the voice-over provided for the characters. The film also has good animation which need not be said for a Walt Disney movie. The whole concept of the movie is interesting as it tells the story of civilized animals. Walt Disney ceases to amaze us with its animation and script as this is worthy of mention. The villain didn't exactly take me by surprise though. But it is no flaw. Overall i would have no trouble watching a second part for this movie which explains my interest for it,130,en,zootopia amazed script film focus life event judy underrated police officer story line told way keep audience gripped seat especially pleased voice provided character film also good animation need said walt disney movie whole concept movie interesting tell story civilized animal walt disney cease amaze u animation script worthy mention villain exactly take surprise though flaw overall would trouble watching second part movie explains interest,2018-03,65,3.2064498943554476
5.0,2018-03-29,"I went yesterday to see this movie with my sister, and we laughed when we saw that the entire cinema was full of children and parents. But I have to say that we were the ones who enjoyed it the most! Great movie, excellent graphics and a very entertaining story. I loved how this movie has been made; they have taken care of even the smallest details. The city of Zootopia is absolutely beautiful. It is funny to see how the houses and roads are shown. A very original and fresh plot. The characters are very well developed. Their emotions are very realistic, and you can relate to them. The dialogue is very well made and you laugh loudly at times.",121,en,went yesterday see movie sister laughed saw entire cinema full child parent say one enjoyed great movie excellent graphic entertaining story loved movie made taken care even smallest detail city zootopia absolutely beautiful funny see house road shown original fresh plot character well developed emotion realistic relate dialogue well made laugh loudly time,2018-03,53,4.4000162635319136
5.0,2018-03-29,A beautiful film in more ways then one. Absolutely a wonder to behold.,13,en,beautiful film way one absolutely wonder behold,2018-03,7,6.3394973337079605
5.0,2018-03-29,"Zootopia is the kind of the movie you can watch with the family because all of the scenes are good and understandable , no hidden adult jokes :) The characters are awesome starting from the bunny and all the way to the lion , everybody seemed like they belong here in the movie Its very funny especially the sloths scene where i almost fell of the couch laughing The movie has a really good and interesting plot , especially the twist where i didn't guess what was going on the whole time For me this is a no contest must watch - clearly best animated movie of the year and maybe not just from animated Enjoy guys - i know i did :)",123,en,zootopia kind movie watch family scene good understandable hidden adult joke character awesome starting bunny way lion everybody seemed like belong movie funny especially sloth scene almost fell couch laughing movie really good interesting plot especially twist guess going whole time contest must watch clearly best animated movie year maybe animated enjoy guy know,2018-03,54,4.1532477605639775
5.0,2018-03-29,PERFECTION!!! i could not ask for any enhancements for this movie!,11,en,perfection could ask enhancement movie,2018-03,5,2.5646412595135457
5.0,2018-03-28,"I'm an 18 year old male, and i thought this was a great movie",14,en,year old male thought great movie,2018-03,6,3.353333036373271
5.0,2018-03-28,"""Zootopia"" is one the best animated films I have ever seen. From gorgeous visuals, to the terrific storyline, to the ultra talented cast. ""Zootopia"" has it all!",27,en,zootopia one best animated film ever seen gorgeous visuals terrific storyline ultra talented cast zootopia,2018-03,15,3.0649837686785313
4.5,2018-03-28,Touching and sentimental. An exhilarating adventure of two very lovable characters. A must-see film for all ages.,17,en,touching sentimental exhilarating adventure two lovable character must see film age,2018-03,11,2.869322429716284
5.0,2018-03-28,Genius. Gold. Need more movies like this.,7,en,genius gold need movie like,2018-03,5,4.4871086735571435
4.5,2018-03-27,So good I have no words to describe it,9,en,good word describe,2018-03,3,3.8045165350291357
5.0,2018-03-27,One of the best animated movie of all time!,9,en,one best animated movie time,2018-03,5,3.1465143091393832
4.5,2018-03-26,This hit family movie deserves its 98% on the Tomatometer and has plenty of fun jokes for adults and children alike. Zootopia breathes new life into movies with anthropromorphic animals.,30,en,hit family movie deserves tomatometer plenty fun joke adult child alike zootopia breathes new life movie anthropromorphic animal,2018-03,18,2.8112821726834434
5.0,2018-03-23,Disney is back again baby!,5,en,disney back baby,2018-03,3,2.3328030666624695
5.0,2018-03-22,Very funny and a great message for all ages,9,en,funny great message age,2018-03,4,4.96421634503944
4.5,2018-03-22,It was totally Awesome and Cool,6,en,totally awesome cool,2018-03,3,13.447769806501222
4.5,2018-03-16,the greatest cartoon I have ever seen,7,en,greatest cartoon ever seen,2018-03,4,3.529765897902098
5.0,2018-03-16,Such a cute movie! Definitely reccomend! Go-go Disney!,8,en,cute movie definitely reccomend go go disney,2018-03,7,3.686843269161696
